id,name,rating,userRatingCount,formattedAddress,latitude,longitude,phone,businessStatus,primaryType,takeout,delivery,dineIn,curbsidePickup,reservable,servesLunch,servesDinner,servesBeer,servesWine,liveMusic,servesCocktails,goodForChildren,acceptsCreditCards,acceptsDebitCards,acceptsCashOnly,acceptsNfc,freeParkingLot,freeStreetParking,wheelchairAccessibleEntrance,wheelchairAccessibleRestroom,wheelchairAccessibleSeating,priceStartUSD,priceEndUSD,googleMapsUri
ChIJ-_3liGEsDogR5zjWpg2fFAc,MCCB Chicago,4.5,1230.0,"2138 S Archer Ave, Chicago, IL 60616, USA",41.8538733,-87.6336365,(312) 881-0168,OPERATIONAL,chinese_restaurant,True,True,True,,False,True,True,True,True,False,,True,True,True,False,True,,,True,True,True,20,30,https://maps.google.com/?cid=510207538782157031&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-_5gZhHSD4gRSW33Dmw121Q,Royal Thai Restaurant,4.2,192.0,"2209 W Montrose Ave, Chicago, IL 60618, USA",41.9612943,-87.6842252,(773) 509-0007,OPERATIONAL,thai_restaurant,True,True,True,,True,True,True,False,False,False,False,True,True,True,False,True,,,True,True,True,10,20,https://maps.google.com/?cid=6114539657309416777&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-_5WAWjTD4gRmNoLrIuI6QE,Gloriouso's Pizza,,,"2351 W Augusta Blvd, Chicago, IL 60622, USA",41.8992715,-87.6864817,(773) 697-7250,CLOSED_TEMPORARILY,pizza_restaurant,,,,,,,,,,,,,,,,,,,,,,,,https://maps.google.com/?cid=137791397079800472&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-_8RhykkDogRN1LF-b0nOdo,Ware Ranch Steak House,4.1,318.0,"11147 S Michigan Ave, Chicago, IL 60628, USA",41.6912035,-87.6207763,(773) 264-0320,OPERATIONAL,steak_house,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=15724643270833558071&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-_jnduO1D4gRYDuyy6h5Vo4,Auntie Anne's,4.7,115.0,"5220 Fashion Outlets Way, Rosemont, IL 60018, USA",41.974985499999995,-87.8671165,(847) 928-1962,OPERATIONAL,food_store,True,True,,,False,,,,,False,,True,True,True,False,True,True,,True,,,1,10,https://maps.google.com/?cid=10256518967261805408&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-_Qa-9LTD4gRIvoQ-S2XjLQ,B&Q Afro Root Cuisine,4.3,229.0,"4701 N Kenmore Ave, Chicago, IL 60640, USA",41.967394999999996,-87.6559826,(773) 878-7489,OPERATIONAL,african_restaurant,True,True,True,,True,True,True,False,False,False,False,True,True,True,False,True,,,,,True,10,20,https://maps.google.com/?cid=13009939647274482210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-_QkRXzLD4gRdr2Uc1nc0rE,La Provincia Restaurant,3.9,294.0,"8166 W Grand Ave, River Grove, IL 60171, USA",41.9279784,-87.830497,(708) 435-0608,OPERATIONAL,restaurant,True,True,True,,,True,True,True,True,,True,True,True,True,False,,True,True,True,,True,20,30,https://maps.google.com/?cid=12813546166571810166&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-3sUk8wDogRKJ-ydOq9PRc,Marisco's El Veneno,4.2,1141.0,"6651 S Pulaski Rd, Chicago, IL 60629, USA",41.7716655,-87.7221009,(773) 582-5576,OPERATIONAL,seafood_restaurant,True,,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,,https://maps.google.com/?cid=1674703451129552680&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-3yUgDTD4gR27-rQ2uSB8s,Bolivar & Lincoln,4.8,786.0,"Store front 1, 3349 N Sheffield Ave, Chicago, IL 60657, USA",41.9432109,-87.6540311,(312) 998-1735,OPERATIONAL,restaurant,True,True,True,True,True,True,True,,True,False,,True,True,True,False,True,,True,True,True,True,10,20,https://maps.google.com/?cid=14629822903930830811&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-6Gm2slDogRtTbX0Ieaj7Q,Farmer's Fridge,4.9,7.0,"2800 95th St, Evergreen Park, IL 60805, USA",41.7221366,-87.69345000000001,(312) 229-0099,OPERATIONAL,restaurant,True,True,True,,,True,True,,,False,,,True,True,False,True,,,True,True,True,,,https://maps.google.com/?cid=13010787756611679925&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-ge-i4tDogREDg_A2SRt6Y,Go Grocer,4.8,17.0,"205 S Peoria St, Chicago, IL 60607, USA",41.878997299999995,-87.64939729999999,(312) 285-2922,OPERATIONAL,grocery_store,,True,,,,,,,,,,,True,True,False,True,,,True,,,,,https://maps.google.com/?cid=12013230389771319312&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-hMk9otDogRxMI4fi9MsjM,Kai Sushi,4.6,161.0,"600 N Kingsbury St, Chicago, IL 60654, USA",41.8930777,-87.641438,(312) 468-5976,OPERATIONAL,sushi_restaurant,True,True,True,,True,True,True,,,False,,,True,True,False,True,,,,True,True,20,30,https://maps.google.com/?cid=3725123608653644484&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-HsHyc0DogR7k7KtPN-_dY,Zacatacos,3.8,2075.0,"3837 S Harlem Ave, Berwyn, IL 60402, USA",41.8216645,-87.8024109,(708) 484-1300,OPERATIONAL,mexican_restaurant,True,False,True,,True,True,True,False,False,False,False,True,True,True,False,True,True,True,,,True,10,20,https://maps.google.com/?cid=15491677878399684334&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-OaHeo7DogR0T2OA2U7ewo,Beggars Pizza - Crestwood,4.2,183.0,"12701 Central Ave, Crestwood, IL 60445, USA",41.6610213,-87.7577738,(708) 388-4050,OPERATIONAL,pizza_restaurant,True,True,True,True,,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=755262667552079313&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-oNAuQ3DogRcPBvGsuc4KM,Ciao Ragazzi Restaurant & Bar,4.7,486.0,"5440 S Narragansett Ave, Chicago, IL 60638, USA",41.7929957,-87.7821603,(773) 306-0093,OPERATIONAL,italian_restaurant,True,False,True,,True,True,True,True,True,False,True,,True,True,False,True,True,True,True,True,True,,,https://maps.google.com/?cid=11808610619101278320&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0-wtFoYwDogRhhvSWAetwVI,Wingstop,3.9,552.0,"7953 S Cicero Ave, Chicago, IL 60652, USA",41.7478171,-87.7407654,(773) 838-9464,OPERATIONAL,restaurant,True,True,True,,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=5963237628681788294&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ005GHyMzDogRVLO-RCIyTbo,Sunny Sub,3.8,196.0,"5140 W Madison St, Chicago, IL 60644, USA",41.880587000000006,-87.75434969999999,(773) 287-1100,OPERATIONAL,sandwich_shop,True,True,,,False,True,True,False,False,False,False,True,True,True,False,True,,True,,,False,10,20,https://maps.google.com/?cid=13424441187024941908&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ00KvtLwsDogR3GNih9CYiQs,The Berghoff Restaurant,4.5,4931.0,"17 W Adams St, Chicago, IL 60603, USA",41.879252,-87.628406,(312) 427-3170,OPERATIONAL,restaurant,True,False,True,,True,True,True,True,True,True,True,True,True,True,False,True,,,True,True,True,20,30,https://maps.google.com/?cid=831363627618558940&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ00RiPhHTD4gRBCrLIUHJXP0,Bowls of Rice,4.5,37.0,"2537 S Wabash Ave, Chicago, IL 60616, USA",41.8463923,-87.62488859999999,(773) 888-2857,OPERATIONAL,korean_restaurant,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,,,True,,,10,20,https://maps.google.com/?cid=18256688271030168068&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ01KO-tfND4gRbHUycx7gjC4,Fry the Coop (Portage Park),4.6,498.0,"4300 N Milwaukee Ave, Chicago, IL 60641, USA",41.958956,-87.7532236,(773) 853-2412,OPERATIONAL,restaurant,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,,True,False,False,False,10,20,https://maps.google.com/?cid=3354302243870504300&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ01QMXO4xDogRUJmQtMTSgjQ,Latino,4.0,4.0,"3449 W 48th Pl, Chicago, IL 60632, USA",41.8053355,-87.7106099,(847) 299-3278,OPERATIONAL,restaurant,True,,True,,,True,,,,,,,,,,,,,,,,,,https://maps.google.com/?cid=3783818379229436240&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ022RIQLTD4gRWBpggCbuMBg,Gaoku Izakaya & Craft Drinks,4.8,123.0,"2759 W Augusta Blvd, Chicago, IL 60622, USA",41.8991891,-87.69665669999999,(773) 698-6261,CLOSED_TEMPORARILY,japanese_restaurant,True,True,True,,True,False,True,True,True,False,True,False,True,True,False,True,,,True,,,50,100,https://maps.google.com/?cid=1743154904922331736&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ026Ape0sDogRwHqyLO0s7Lk,Eppel's Restaurant,4.5,1374.0,"554 Roosevelt Rd, Chicago, IL 60607, USA",41.867402999999996,-87.64146400000001,(312) 922-2206,OPERATIONAL,breakfast_restaurant,True,True,True,,True,True,True,False,False,False,False,True,True,True,False,True,True,,True,True,True,10,20,https://maps.google.com/?cid=13397132388689148608&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ02k6AHgzDogR_25TjMZVPcU,3 Kings Jerk & Soul,5.0,1.0,"4000 W Roosevelt Rd, Chicago, IL 60624, USA",41.8665354,-87.7256117,(773) 688-5525,OPERATIONAL,restaurant,True,True,True,True,,True,True,,,,,,True,True,False,,,,,,,,,https://maps.google.com/?cid=14212610310297317119&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ031CA7YsDogRxG9gOVVMzaM,The Hampton Social - River North,4.7,4548.0,"353 W Hubbard St, Chicago, IL 60654, USA",41.889815000000006,-87.6378737,(312) 464-0500,OPERATIONAL,american_restaurant,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,,,True,True,True,,,https://maps.google.com/?cid=11803174127326490564&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ032_JcTTD4gRoD_jzwJ2oBI,DJ's Great Room,4.6,74.0,"908 N Wells St, Chicago, IL 60610, USA",41.8992843,-87.6345516,(312) 763-3705,OPERATIONAL,restaurant,True,False,True,False,True,False,True,True,True,,True,False,True,True,False,True,True,,True,True,True,30,50,https://maps.google.com/?cid=1342202443406196640&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ03AYs6YxDogRbkQJ9ZjdPco,7-Eleven,3.7,39.0,"4353 W 55th St, Chicago, IL 60632, USA",41.7927955,-87.7325647,(773) 767-7171,OPERATIONAL,convenience_store,True,True,,False,,,,,,,,,True,True,False,True,,,True,,,,,https://maps.google.com/?cid=14573047618256585838&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ03Cmt78pDogRDb8MuLGBJXk,JJ Fish & Chicken,3.8,483.0,"7100 S South Chicago Ave, Chicago, IL 60619, USA",41.7652379,-87.6050755,(773) 966-4050,OPERATIONAL,restaurant,True,True,,False,False,True,True,False,False,False,False,,True,True,False,True,True,True,True,,True,10,20,https://maps.google.com/?cid=8729526053024612109&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ04emFn7ND4gRJ_2kvIAhixQ,IHOP,4.1,2268.0,"2818 W Diversey Ave, Chicago, IL 60647, USA",41.9323607,-87.6981892,(773) 342-8901,OPERATIONAL,breakfast_restaurant,True,True,True,True,False,True,True,False,False,,False,True,True,True,False,False,True,True,True,True,True,10,20,https://maps.google.com/?cid=1480313739325799719&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ04n8OlOzD4gRoT6OTDZAXhw,Starbucks,4.2,448.0,"164 N York St, Elmhurst, IL 60126, USA",41.901990000000005,-87.94009,(630) 834-1326,OPERATIONAL,coffee_shop,True,True,True,,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,1,10,https://maps.google.com/?cid=2044141882829586081&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ04nJwi_SD4gRfehH4p4m1fw,Tiztal Cafe,4.7,889.0,"4631 N Clark St, Chicago, IL 60640, USA",41.966197,-87.6666762,(773) 271-4631,OPERATIONAL,restaurant,True,True,True,,True,True,False,,,False,True,True,True,True,False,True,,True,,True,True,10,20,https://maps.google.com/?cid=18218510331440261245&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ04YlOAzTD4gRvxJCOop3cgE,Falafel & Grill,4.7,727.0,"1433 W Montrose Ave, Chicago, IL 60613, USA",41.9612875,-87.6664472,(773) 800-9119,OPERATIONAL,mediterranean_restaurant,True,True,True,,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=104277176949543615&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ04ZywxXKD4gR36iPPVcT9cg,McDonald's,3.8,1429.0,"4550 N Cumberland Ave, Chicago, IL 60656, USA",41.962472,-87.83707199999999,(773) 625-4343,OPERATIONAL,fast_food_restaurant,True,True,True,True,,True,True,,,,,,,True,False,True,True,True,True,,,1,10,https://maps.google.com/?cid=14480501442295605471&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ05eYg1rMD4gRyphsKsxWPMU,KFC,3.4,718.0,"3536 N Cicero Ave, Chicago, IL 60641, USA",41.9455235,-87.74743149999999,(773) 685-6192,OPERATIONAL,restaurant,True,True,True,,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,,,https://maps.google.com/?cid=14212329958959519946&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ05Fui3syDogRLb5mdScY07I,Coctel de Camaron Cart,,,"2189 S Troy St, Chicago, IL 60623, USA",41.851912299999995,-87.70391219999999,,CLOSED_TEMPORARILY,bar,,,True,,,,,True,,,,,,,,,,,,,,,,https://maps.google.com/?cid=12885669516589579821&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ05hRPQUuDogR32XQkBVNO9E,Piezano's Pizza & Grinder Co,3.5,392.0,"2601 W 47th St, Chicago, IL 60632, USA",41.8081622,-87.68951179999999,(773) 376-0808,OPERATIONAL,pizza_restaurant,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,,True,,,True,1,10,https://maps.google.com/?cid=15076728932572095967&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ068PI7nND4gRFC7rdP54uxE,TAQUERIA ARANDAS JALISCO INC,4.6,26.0,"4946 W Diversey Ave, Chicago, IL 60639, USA",41.9316598,-87.75094109999999,(708) 831-5993,OPERATIONAL,mexican_restaurant,True,True,True,False,,,,,,,,,,True,False,,,,,,,10,20,https://maps.google.com/?cid=1277747953568263700&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06AUpi8sDogRGMBBIJyddnw,Dunkin',4.2,249.0,"970 W Pershing Rd, Chicago, IL 60609, USA",41.823738299999995,-87.6497989,(773) 726-7167,OPERATIONAL,coffee_shop,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,,,1,10,https://maps.google.com/?cid=8968529001836560408&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06CYMH0lDogRP5tpsetrloo,Dunkin',3.4,380.0,"1749 W 87th St, Chicago, IL 60620, USA",41.735505499999995,-87.6676748,(773) 233-8887,OPERATIONAL,coffee_shop,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,1,10,https://maps.google.com/?cid=9986287883778628415&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06jqTvAyDogRRsWp-IMMu4I,El Gran Burrito Express,3.9,439.0,"1207 S Pulaski Rd, Chicago, IL 60623, USA",41.865778899999995,-87.7250055,(773) 277-8090,OPERATIONAL,mexican_restaurant,True,True,True,,False,True,True,False,False,False,False,,True,True,False,True,,True,,,,10,20,https://maps.google.com/?cid=9420136806527649094&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06pZgSnND4gRDkaAR2XGMzU,Munchers,4.6,5.0,"4326 W Division St, Chicago, IL 60651, USA",41.9027251,-87.7347482,(773) 278-1120,CLOSED_TEMPORARILY,hamburger_restaurant,True,False,True,,,,,,,,,,,,,,,,,,,,,https://maps.google.com/?cid=3833625846116009486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06q9ylAoDogR5qGnmR9bj1A,24 Hr Gyros & Subs,3.8,170.0,"2058 E 71st St, Chicago, IL 60649, USA",41.7663338,-87.5740526,(773) 643-4000,OPERATIONAL,american_restaurant,True,True,,,False,True,True,False,False,False,False,True,True,True,False,True,,,True,,False,10,20,https://maps.google.com/?cid=5804958635983872486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06uNgCTTD4gRM-tnBtn5EWc,DeNucci's,4.7,615.0,"503 W Dickens Ave, Chicago, IL 60614, USA",41.9199304,-87.6414506,(773) 697-8780,OPERATIONAL,italian_restaurant,True,True,True,,True,True,True,True,True,False,True,False,True,True,False,True,,,True,True,True,50,100,https://maps.google.com/?cid=7426991971021351731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ06vY8UTND4gR5SBUslDyH9g,Golden Chef Chinese Kitchen,4.0,179.0,"3262 W North Ave, Chicago, IL 60647, USA",41.9103292,-87.7092165,(773) 772-6719,OPERATIONAL,chinese_restaurant,True,True,,False,False,True,True,False,False,False,False,False,True,True,False,True,True,,,,,10,20,https://maps.google.com/?cid=15573432464873627877&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ07BDMvwwDogRTMuYItx7uwU,McDonald's,3.7,1829.0,"6430 S Cicero Ave, Chicago, IL 60638, USA",41.775802399999996,-87.7426656,(773) 284-8996,OPERATIONAL,fast_food_restaurant,True,True,True,True,,True,True,,,,,,,True,False,True,True,True,True,,,1,10,https://maps.google.com/?cid=413059976237992780&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ07dYV3_KD4gRxZu1SIZ5Nj8,Taste of the middle east,4.6,190.0,"3910 25th Ave, Schiller Park, IL 60176, USA",41.949038400000006,-87.8704411,(847) 260-5957,OPERATIONAL,middle_eastern_restaurant,True,True,True,,,True,True,,,,,True,,,,,,,,,,10,20,https://maps.google.com/?cid=4554961690784275397&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ07oClassDogRccjo-BBesIc,Volare Ristorante Italiano,4.6,3913.0,"201 E Grand Ave, Chicago, IL 60611, USA",41.891536099999996,-87.6225667,(312) 410-9900,OPERATIONAL,italian_restaurant,True,True,True,False,True,False,True,True,True,,True,True,True,True,False,True,,,True,True,True,30,50,https://maps.google.com/?cid=9777418218009839729&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ07Pmh4bTD4gRROfdNW_WIfw,La Mexicana Grill,4.6,76.0,"4641 N Clark St, Chicago, IL 60640, USA",41.966484,-87.6667552,(773) 944-0404,OPERATIONAL,mexican_restaurant,True,True,True,True,,True,True,,,False,,True,True,True,False,True,,,,,,10,20,https://maps.google.com/?cid=18168038144922740548&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ07Q28OzTD4gR11D2S59oWhs,Bloop Bloop,3.9,112.0,"2205 W Montrose Ave, Chicago, IL 60618, USA",41.9612297,-87.68412939999999,(872) 888-2372,OPERATIONAL,sushi_restaurant,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,1,10,https://maps.google.com/?cid=1971002820311535831&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ08HsADQsDogRho4n0e-e9ws,Antique Taco Bridgeport,4.4,1151.0,"1000 W 35th St, Chicago, IL 60609, USA",41.8309356,-87.6512837,(773) 823-9410,OPERATIONAL,restaurant,True,True,True,,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=862332606508142214&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ08HXl8gzDogREeoqdFofJY8,Cicero Protein Nutrition,4.9,46.0,"2229 S Central Ave, Cicero, IL 60804, USA",41.8499622,-87.7636678,(773) 398-2385,OPERATIONAL,restaurant,True,True,True,True,,,,False,False,False,False,True,True,True,False,True,,True,,,,10,20,https://maps.google.com/?cid=10314684994918476305&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ08KMQK_LD4gRLLsvbItTni4,McDonald's,3.6,1261.0,"3540 N Harlem Ave, Chicago, IL 60634, USA",41.94444,-87.80726500000002,(773) 622-8811,CLOSED_TEMPORARILY,fast_food_restaurant,True,True,True,,,True,,,,,,,,True,False,True,True,,,,,1,10,https://maps.google.com/?cid=3359214230345595692&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ08rLjEUoDogRZVobsp2QjoM,Kennedy Fish & Chicken Corporation,4.0,653.0,"2425 E 72nd St, Chicago, IL 60649, USA",41.764329,-87.565547,(773) 221-1000,OPERATIONAL,fast_food_restaurant,True,True,,,,True,True,False,False,,,,True,True,False,True,,True,True,,,10,20,https://maps.google.com/?cid=9479673272633875045&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ08xyrkMyDogRQJ36qOfn4Cw,Dennis B&K,4.8,74.0,"3806 W 26th St, Chicago, IL 60623, USA",41.8444171,-87.7200519,(773) 277-2711,OPERATIONAL,pizza_restaurant,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,True,,,,,,1,10,https://maps.google.com/?cid=3233839514610474304&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ09h3SS81DogRlSvTYCgBEew,Stick It Corn Dogs and Boba Tea,4.4,74.0,"6625 W Roosevelt Rd, Berwyn, IL 60402, USA",41.864848699999996,-87.79029009999999,(708) 956-7678,OPERATIONAL,fast_food_restaurant,True,True,True,False,,,,False,False,,,True,True,True,False,True,True,,,,,1,10,https://maps.google.com/?cid=17010378540489845653&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ09MddKMvDogRkBLNLGvoiI4,In Out,4.3,32.0,"6600 S Halsted St, Chicago, IL 60621, USA",41.774059199999996,-87.6450046,(773) 966-5631,OPERATIONAL,grocery_store,,,,,,,,,,,,,True,True,False,True,,,,,,,,https://maps.google.com/?cid=10270714497229197968&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0ag3X57RD4gRbuqFrxBcPsQ,Patio Beef,4.6,606.0,"6022 N Broadway, Chicago, IL 60660, USA",41.9915216,-87.6605149,(773) 764-8500,OPERATIONAL,fast_food_restaurant,True,,True,,,True,True,False,False,,,True,True,True,False,True,True,True,True,,,10,20,https://maps.google.com/?cid=14140841106723957358&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ0apO8MTJD4gRBmJ6_WGbLp8,Sal Pique,4.6,240.0,"130 N Northwest Hwy, Park Ridge, IL 60068, USA",42.0121019,-87.8312974,(847) 696-7237,OPERATIONAL,mexican_restaurant,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,,True,True,True,True,True,20,30,https://maps.google.com/?cid=11470276146126021126&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
